provider;state;specialty;indicator_value
MP;MONTEVIDEO;ESPECIALISTA EN GASTROENTEROLOGIA;0.01
MP;MONTEVIDEO;ESPECIALISTA EN GERIATRIA GERONTOLOGICA;0.04
MP;MONTEVIDEO;ESPECIALISTA EN GINECOTOCOLOGIA;0.22
MP;MONTEVIDEO;ESPECIALISTA EN HEMATOLOGIA;0.01
MP;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTERNA;0.04
MP;MONTEVIDEO;ESPECIALISTA EN NEFROLOGIA;0.01
MP;MONTEVIDEO;ESPECIALISTA EN NEONATOLOGIA;0.07
MP;MONTEVIDEO;ESPECIALISTA EN NEUMOLOGIA;0.00
MP;MONTEVIDEO;ESPECIALISTA EN NEUROCIRUGIA;0.03
MP;MONTEVIDEO;ESPECIALISTA EN NEUROLOGIA;0.02
MP;MONTEVIDEO;ESPECIALISTA EN OFTALMOLOGIA;0.03
MP;MONTEVIDEO;ESPECIALISTA EN ONCOLOGIA MEDICA;0.01
MP;MONTEVIDEO;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;0.10
MP;MONTEVIDEO;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.03
MP;MONTEVIDEO;ESPECIALISTA EN PEDIATRIA;0.38
MP;MONTEVIDEO;ESPECIALISTA EN PSIQUIATRIA;0.01
MP;MONTEVIDEO;ESPECIALISTA EN PSIQUIATRIA PEDIATRICA;0.01
MP;MONTEVIDEO;ESPECIALISTA EN REUMATOLOGIA;0.00
MP;MONTEVIDEO;ESPECIALISTA EN UROLOGIA;0.04
MP;MONTEVIDEO;LICENCIADO EN FISIOTERAPIA;0.00
MP;MONTEVIDEO;LICENCIADO EN FONOAUDIOLOGIA;0.03
MP;MONTEVIDEO;LICENCIADO EN NUTRICION;0.00
MP;MONTEVIDEO;LICENCIADO EN PSICOLOGIA;0.21
MP;MONTEVIDEO;LICENCIADO EN PSICOMOTRICIDAD;0.01
SEGURO AMERICANO;MONTEVIDEO;DOCTOR EN MEDICINA;0.19
SEGURO AMERICANO;MONTEVIDEO;DOCTOR EN ODONTOLOGIA;0.04
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN ALERGOLOGIA;0.01
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN ANESTESIOLOGIA;0.27
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN CARDIOLOGIA;0.10
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN CARDIOLOGIA PEDIATRICA;0.10
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN CIRUGIA CARDIACA;0.02
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN CIRUGIA DE TORAX;0.03
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN CIRUGIA GENERAL;0.19
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN CIRUGIA INFANTIL O PEDIATRICA;0.35
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN CIRUGIA PLASTICA REPARADORA Y ESTETICA;0.09
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN CIRUGIA VASCULAR PERIFERICA;0.04
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN CIRUGIA Y TRAUMATOLOGIA BUCO-MAXILO-FACIAL;0.01
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN CUIDADOS PALIATIVOS DEL ADULTO;0.00
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.05
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN DIABETOLOGIA;0.00
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN ENDOCRINOLOGIA;0.04
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN ENDOSCOPIA DIGESTIVA;0.00
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN ENFERMEDADES INFECCIOSAS;0.01
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN FISIATRIA;0.03
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN GASTROENTEROLOGIA;0.04
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN GERIATRIA GERONTOLOGICA;0.06
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN GINECOTOCOLOGIA;0.38
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN HEMATOLOGIA;0.03
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTENSIVA;0.00
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTENSIVA PEDIÁTRICA;0.00
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTERNA;0.06
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN NEFROLOGIA;0.03
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN NEUMOLOGIA;0.01
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN NEUMOLOGIA PEDIATRICA;0.05
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN NEUROCIRUGIA;0.06
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN NEUROLOGIA;0.04
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN NEUROPEDIATRIA;0.01
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN OFTALMOLOGIA;0.06
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN ONCOLOGIA MEDICA;0.03
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;0.33
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.08
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN PEDIATRIA;0.48
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN PSIQUIATRIA;0.07
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN PSIQUIATRIA PEDIATRICA;0.01
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN REUMATOLOGIA;0.01
SEGURO AMERICANO;MONTEVIDEO;ESPECIALISTA EN UROLOGIA;0.14
SEGURO AMERICANO;MONTEVIDEO;LICENCIADO EN FISIOTERAPIA;0.00
SEGURO AMERICANO;MONTEVIDEO;LICENCIADO EN FONOAUDIOLOGIA;0.00
SEGURO AMERICANO;MONTEVIDEO;LICENCIADO EN NUTRICION;0.02
SEGURO AMERICANO;MONTEVIDEO;LICENCIADO EN PSICOLOGIA;0.06
SEGURO AMERICANO;MONTEVIDEO;LICENCIADO EN PSICOMOTRICIDAD;0.00
SEGURO AMERICANO;MONTEVIDEO;LICENCIADO EN TRABAJO SOCIAL;0.01
SEGURO AMERICANO;MONTEVIDEO;OBSTETRA PARTERA;0.01
SMI;CANELONES;DOCTOR EN MEDICINA;1.01
SMI;CANELONES;DOCTOR EN ODONTOLOGIA;1.18
SMI;CANELONES;ESPECIALISTA EN CARDIOLOGIA;0.04
SMI;CANELONES;ESPECIALISTA EN CIRUGIA GENERAL;0.05
SMI;CANELONES;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.06
SMI;CANELONES;ESPECIALISTA EN GINECOTOCOLOGIA;0.13
SMI;CANELONES;ESPECIALISTA EN MEDICINA FAMILIAR Y COMUNITARIA;0.00
SMI;CANELONES;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.04
SMI;CANELONES;ESPECIALISTA EN PEDIATRIA;2.22
SMI;CANELONES;ESPECIALISTA EN PSIQUIATRIA;0.05
SMI;CANELONES;ESPECIALISTA EN PSIQUIATRIA PEDIATRICA;0.00
SMI;MONTEVIDEO;DOCTOR EN MEDICINA;10.75
SMI;MONTEVIDEO;DOCTOR EN ODONTOLOGIA;1.73
SMI;MONTEVIDEO;ESPECIALISTA EN ALERGOLOGIA;0.01
SMI;MONTEVIDEO;ESPECIALISTA EN ANESTESIOLOGIA;0.27
SMI;MONTEVIDEO;ESPECIALISTA EN CARDIOLOGIA;1.50
SMI;MONTEVIDEO;ESPECIALISTA EN CARDIOLOGIA PEDIATRICA;0.70
SMI;MONTEVIDEO;ESPECIALISTA EN CIRUGIA DE TORAX;0.01
SMI;MONTEVIDEO;ESPECIALISTA EN CIRUGIA GENERAL;1.36
SMI;MONTEVIDEO;ESPECIALISTA EN CIRUGIA INFANTIL O PEDIATRICA;1.45
SMI;MONTEVIDEO;ESPECIALISTA EN CIRUGIA PLASTICA REPARADORA Y ESTETICA;0.25
SMI;MONTEVIDEO;ESPECIALISTA EN CIRUGIA VASCULAR PERIFERICA;0.04
SMI;MONTEVIDEO;ESPECIALISTA EN CIRUGIA Y TRAUMATOLOGIA BUCO-MAXILO-FACIAL;0.00
SMI;MONTEVIDEO;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.28
SMI;MONTEVIDEO;ESPECIALISTA EN DIABETOLOGIA;0.01
SMI;MONTEVIDEO;ESPECIALISTA EN ENDOCRINOLOGIA;0.18
SMI;MONTEVIDEO;ESPECIALISTA EN ENFERMEDADES INFECCIOSAS;0.02
SMI;MONTEVIDEO;ESPECIALISTA EN FISIATRIA;0.24
SMI;MONTEVIDEO;ESPECIALISTA EN GASTROENTEROLOGIA;0.12
SMI;MONTEVIDEO;ESPECIALISTA EN GERIATRIA GERONTOLOGICA;1.04
SMI;MONTEVIDEO;ESPECIALISTA EN GINECOTOCOLOGIA;4.28
SMI;MONTEVIDEO;ESPECIALISTA EN HEMATOLOGIA;0.67
SMI;MONTEVIDEO;ESPECIALISTA EN MEDICINA FAMILIAR Y COMUNITARIA;0.06
SMI;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTENSIVA;2.69
SMI;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTENSIVA PEDIÁTRICA;2.17
SMI;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTERNA;0.47
SMI;MONTEVIDEO;ESPECIALISTA EN NEFROLOGIA;0.34
SMI;MONTEVIDEO;ESPECIALISTA EN NEONATOLOGIA;76.22
SMI;MONTEVIDEO;ESPECIALISTA EN NEUMOLOGIA;0.08
SMI;MONTEVIDEO;ESPECIALISTA EN NEUMOLOGIA PEDIATRICA;0.00
SMI;MONTEVIDEO;ESPECIALISTA EN NEUROCIRUGIA;0.38
SMI;MONTEVIDEO;ESPECIALISTA EN NEUROLOGIA;0.27
SMI;MONTEVIDEO;ESPECIALISTA EN NEUROPEDIATRIA;0.56
SMI;MONTEVIDEO;ESPECIALISTA EN OFTALMOLOGIA;0.24
SMI;MONTEVIDEO;ESPECIALISTA EN ONCOLOGIA MEDICA;0.67
SMI;MONTEVIDEO;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;0.69
SMI;MONTEVIDEO;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.57
SMI;MONTEVIDEO;ESPECIALISTA EN PEDIATRIA;19.85
SMI;MONTEVIDEO;ESPECIALISTA EN PSIQUIATRIA;1.08
SMI;MONTEVIDEO;ESPECIALISTA EN PSIQUIATRIA PEDIATRICA;0.66
SMI;MONTEVIDEO;ESPECIALISTA EN REUMATOLOGIA;0.08
SMI;MONTEVIDEO;ESPECIALISTA EN UROLOGIA;0.45
SMI;MONTEVIDEO;LICENCIADO EN FISIOTERAPIA;2.54
SMI;MONTEVIDEO;LICENCIADO EN FONOAUDIOLOGIA;0.17
SMI;MONTEVIDEO;LICENCIADO EN NUTRICION;2.47
SMI;MONTEVIDEO;LICENCIADO EN PSICOLOGIA;1.48
SMI;MONTEVIDEO;LICENCIADO EN PSICOPEDAGOGIA;0.09
SMI;MONTEVIDEO;LICENCIADO EN TRABAJO SOCIAL;0.06
SMI;MONTEVIDEO;OBSTETRA PARTERA;0.55
SMQS;SALTO;DOCTOR EN MEDICINA;4.43
SMQS;SALTO;DOCTOR EN ODONTOLOGIA;0.00
SMQS;SALTO;ESPECIALISTA EN ANESTESIOLOGIA;0.36
SMQS;SALTO;ESPECIALISTA EN CARDIOLOGIA;0.90
SMQS;SALTO;ESPECIALISTA EN CIRUGIA GENERAL;0.80
SMQS;SALTO;ESPECIALISTA EN CIRUGIA INFANTIL O PEDIATRICA;0.04
SMQS;SALTO;ESPECIALISTA EN CIRUGIA PLASTICA REPARADORA Y ESTETICA;0.11
SMQS;SALTO;ESPECIALISTA EN CIRUGIA VASCULAR PERIFERICA;0.03
SMQS;SALTO;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.21
SMQS;SALTO;ESPECIALISTA EN ENDOCRINOLOGIA;0.25
SMQS;SALTO;ESPECIALISTA EN ENFERMEDADES INFECCIOSAS;0.07
SMQS;SALTO;ESPECIALISTA EN FISIATRIA;0.15
SMQS;SALTO;ESPECIALISTA EN GASTROENTEROLOGIA;0.73
SMQS;SALTO;ESPECIALISTA EN GERIATRIA GERONTOLOGICA;0.85
SMQS;SALTO;ESPECIALISTA EN GINECOTOCOLOGIA;3.15
SMQS;SALTO;ESPECIALISTA EN HEMATOLOGIA;0.21
SMQS;SALTO;ESPECIALISTA EN MEDICINA INTENSIVA;0.22
SMQS;SALTO;ESPECIALISTA EN MEDICINA INTERNA;1.47
SMQS;SALTO;ESPECIALISTA EN NEFROLOGIA;0.28
SMQS;SALTO;ESPECIALISTA EN NEUMOLOGIA;0.21
SMQS;SALTO;ESPECIALISTA EN NEUROCIRUGIA;0.68
SMQS;SALTO;ESPECIALISTA EN NEUROPEDIATRIA;0.12
SMQS;SALTO;ESPECIALISTA EN OFTALMOLOGIA;0.36
SMQS;SALTO;ESPECIALISTA EN ONCOLOGIA MEDICA;0.15
SMQS;SALTO;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;0.37
SMQS;SALTO;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.34
SMQS;SALTO;ESPECIALISTA EN PEDIATRIA;10.41
SMQS;SALTO;ESPECIALISTA EN PSIQUIATRIA;0.60
SMQS;SALTO;ESPECIALISTA EN PSIQUIATRIA PEDIATRICA;0.42
SMQS;SALTO;ESPECIALISTA EN REUMATOLOGIA;0.12
SMQS;SALTO;ESPECIALISTA EN UROLOGIA;0.50
SMQS;SALTO;LICENCIADO EN FISIOTERAPIA;3.13
SMQS;SALTO;LICENCIADO EN FONOAUDIOLOGIA;0.34
SMQS;SALTO;LICENCIADO EN NUTRICION;0.38
SMQS;SALTO;LICENCIADO EN PSICOLOGIA;1.57
SMQS;SALTO;LICENCIADO EN TRABAJO SOCIAL;0.07
SMQS;SALTO;OBSTETRA PARTERA;0.43
SUMMUM;MONTEVIDEO;DOCTOR EN MEDICINA;0.08
SUMMUM;MONTEVIDEO;ESPECIALISTA EN ALERGOLOGIA;0.00
SUMMUM;MONTEVIDEO;ESPECIALISTA EN ANESTESIOLOGIA;0.10
SUMMUM;MONTEVIDEO;ESPECIALISTA EN CARDIOLOGIA;0.05
SUMMUM;MONTEVIDEO;ESPECIALISTA EN CARDIOLOGIA PEDIATRICA;0.00
SUMMUM;MONTEVIDEO;ESPECIALISTA EN CIRUGIA DE TORAX;0.00
SUMMUM;MONTEVIDEO;ESPECIALISTA EN CIRUGIA GENERAL;0.11
SUMMUM;MONTEVIDEO;ESPECIALISTA EN CIRUGIA INFANTIL O PEDIATRICA;0.05
SUMMUM;MONTEVIDEO;ESPECIALISTA EN CIRUGIA PLASTICA REPARADORA Y ESTETICA;0.03
SUMMUM;MONTEVIDEO;ESPECIALISTA EN CIRUGIA VASCULAR PERIFERICA;0.01
SUMMUM;MONTEVIDEO;ESPECIALISTA EN CUIDADOS PALIATIVOS DEL ADULTO;0.00
SUMMUM;MONTEVIDEO;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.05
SUMMUM;MONTEVIDEO;ESPECIALISTA EN ENDOCRINOLOGIA;0.02
SUMMUM;MONTEVIDEO;ESPECIALISTA EN FISIATRIA;0.02
SUMMUM;MONTEVIDEO;ESPECIALISTA EN GASTROENTEROLOGIA;0.04
SUMMUM;MONTEVIDEO;ESPECIALISTA EN GERIATRIA GERONTOLOGICA;0.03
SUMMUM;MONTEVIDEO;ESPECIALISTA EN GINECOTOCOLOGIA;0.32
SUMMUM;MONTEVIDEO;ESPECIALISTA EN HEMATOLOGIA;0.02
SUMMUM;MONTEVIDEO;ESPECIALISTA EN MEDICINA FAMILIAR Y COMUNITARIA;0.00
SUMMUM;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTERNA;0.19
SUMMUM;MONTEVIDEO;ESPECIALISTA EN NEFROLOGIA;0.02
SUMMUM;MONTEVIDEO;ESPECIALISTA EN NEONATOLOGIA;0.35
SUMMUM;MONTEVIDEO;ESPECIALISTA EN NEUMOLOGIA;0.01
SUMMUM;MONTEVIDEO;ESPECIALISTA EN NEUROCIRUGIA;0.01
SUMMUM;MONTEVIDEO;ESPECIALISTA EN NEUROLOGIA;0.03
SUMMUM;MONTEVIDEO;ESPECIALISTA EN NEUROPEDIATRIA;0.04
SUMMUM;MONTEVIDEO;ESPECIALISTA EN OFTALMOLOGIA;0.06
SUMMUM;MONTEVIDEO;ESPECIALISTA EN ONCOLOGIA MEDICA;0.02
SUMMUM;MONTEVIDEO;ESPECIALISTA EN ONCOLOGIA RADIOTERAPICA;0.00
SUMMUM;MONTEVIDEO;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;0.11
SUMMUM;MONTEVIDEO;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.23
SUMMUM;MONTEVIDEO;ESPECIALISTA EN PEDIATRIA;0.09
SUMMUM;MONTEVIDEO;ESPECIALISTA EN PSIQUIATRIA;0.21
SUMMUM;MONTEVIDEO;ESPECIALISTA EN PSIQUIATRIA PEDIATRICA;0.01
SUMMUM;MONTEVIDEO;ESPECIALISTA EN REUMATOLOGIA;0.02
SUMMUM;MONTEVIDEO;ESPECIALISTA EN UROLOGIA;0.03
SUMMUM;MONTEVIDEO;LICENCIADO EN FISIOTERAPIA;0.05
SUMMUM;MONTEVIDEO;LICENCIADO EN FONOAUDIOLOGIA;0.03
SUMMUM;MONTEVIDEO;LICENCIADO EN NUTRICION;0.02
SUMMUM;MONTEVIDEO;LICENCIADO EN PSICOLOGIA;0.01
SUMMUM;MONTEVIDEO;LICENCIADO EN TRABAJO SOCIAL;0.00
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;DOCTOR EN MEDICINA;0.70
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;DOCTOR EN ODONTOLOGIA;0.00
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN ALERGOLOGIA;0.01
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN ANESTESIOLOGIA;0.05
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN CARDIOLOGIA;0.10
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN CARDIOLOGIA PEDIATRICA;0.03
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN CIRUGIA DE TORAX;0.01
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN CIRUGIA GENERAL;0.23
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN CIRUGIA INFANTIL O PEDIATRICA;0.05
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN CIRUGIA PLASTICA REPARADORA Y ESTETICA;0.07
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN CIRUGIA VASCULAR PERIFERICA;0.01
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN CIRUGIA Y TRAUMATOLOGIA BUCO-MAXILO-FACIAL;0.02
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.17
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN DIABETOLOGIA;0.03
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN ENDOCRINOLOGIA;0.05
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN ENDOSCOPIA DIGESTIVA;0.00
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN FISIATRIA;0.04
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN GASTROENTEROLOGIA;0.04
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN GINECOTOCOLOGIA;0.73
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN HEMATOLOGIA;0.02
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN MEDICINA FAMILIAR Y COMUNITARIA;0.01
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTERNA;0.14
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN NEFROLOGIA PEDIATRICA;0.04
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN NEUMOLOGIA;0.02
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN NEUMOLOGIA PEDIATRICA;0.02
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN NEUROCIRUGIA;0.01
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN NEUROLOGIA;0.06
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN NEUROPEDIATRIA;0.06
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN OFTALMOLOGIA;0.10
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN ONCOLOGIA MEDICA;0.01
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;0.20
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.08
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN PEDIATRIA;0.78
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN PSIQUIATRIA PEDIATRICA;0.74
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN REUMATOLOGIA;0.01
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;ESPECIALISTA EN UROLOGIA;0.06
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;LICENCIADO EN FISIOTERAPIA;0.19
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;LICENCIADO EN FONOAUDIOLOGIA;0.09
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;LICENCIADO EN NUTRICION;0.06
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;LICENCIADO EN PSICOLOGIA;0.16
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;LICENCIADO EN PSICOMOTRICIDAD;0.03
BLUE CROSS & BLUE SHIELD;MONTEVIDEO;LICENCIADO EN TRABAJO SOCIAL;0.00
UNIVERSAL;CANELONES;DOCTOR EN MEDICINA;3.57
UNIVERSAL;CANELONES;DOCTOR EN ODONTOLOGIA;0.03
UNIVERSAL;CANELONES;ESPECIALISTA EN CARDIOLOGIA;0.80
UNIVERSAL;CANELONES;ESPECIALISTA EN CIRUGIA GENERAL;0.23
UNIVERSAL;CANELONES;ESPECIALISTA EN GINECOTOCOLOGIA;0.81
UNIVERSAL;CANELONES;ESPECIALISTA EN MEDICINA FAMILIAR Y COMUNITARIA;0.00
UNIVERSAL;CANELONES;ESPECIALISTA EN NEONATOLOGIA;0.00
UNIVERSAL;CANELONES;ESPECIALISTA EN PEDIATRIA;1.62
UNIVERSAL;CANELONES;ESPECIALISTA EN PSIQUIATRIA;0.01
UNIVERSAL;CANELONES;LICENCIADO EN FISIOTERAPIA;1.82
UNIVERSAL;MONTEVIDEO;DOCTOR EN MEDICINA;9.01
UNIVERSAL;MONTEVIDEO;DOCTOR EN ODONTOLOGIA;0.42
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN ALERGOLOGIA;0.05
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN ANESTESIOLOGIA;0.35
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN CARDIOLOGIA;0.71
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN CIRUGIA DE TORAX;0.12
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN CIRUGIA GENERAL;1.91
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN CIRUGIA INFANTIL O PEDIATRICA;2.56
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN CIRUGIA PLASTICA REPARADORA Y ESTETICA;0.53
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN CIRUGIA VASCULAR PERIFERICA;0.06
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN CIRUGIA Y TRAUMATOLOGIA BUCO-MAXILO-FACIAL;0.00
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN CUIDADOS PALIATIVOS DEL ADULTO;0.06
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.16
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN DIABETOLOGIA;0.08
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN ENDOCRINOLOGIA;0.15
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN ENDOSCOPIA DIGESTIVA;0.09
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN ENFERMEDADES INFECCIOSAS;0.31
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN FISIATRIA;0.15
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN GASTROENTEROLOGIA;0.25
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN GERIATRIA GERONTOLOGICA;0.12
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN GINECOTOCOLOGIA;2.04
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN HEMATOLOGIA;0.11
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN MEDICINA FAMILIAR Y COMUNITARIA;0.17
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTERNA;1.00
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN NEFROLOGIA;0.33
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN NEFROLOGIA PEDIATRICA;0.01
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN NEONATOLOGIA;24.62
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN NEUMOLOGIA;0.28
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN NEUMOLOGIA PEDIATRICA;0.03
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN NEUROCIRUGIA;0.19
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN NEUROLOGIA;0.31
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN NEUROPEDIATRIA;0.70
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN OFTALMOLOGIA;0.46
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN ONCOLOGIA MEDICA;0.14
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;0.50
UNIVERSAL;MONTEVIDEO;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.37
