ID,Título,CIE 9,Información,Normativa,Normativa URL,SNOMED
3.c.1.5.2.1,COLON POR ENEMA DOBLE CONTRASTE,,,,,
3.c.1.5.2.2,COLON POR INGESTIÓN,,,,,
3.c.1.5.3,RADIOLOGIA GÉNITO-URINARIA,,,,,
3.c.1.5.3.1,UROGRAFIA INTRAVENOSA INCLUIDA POSIBLE TOMOGRAFIA,,,,,
3.c.1.5.3.2,PIELOGRAFIA POR TUBO DE NEFROSTOMÍA (NEFROSTOGRAMA),,,,,
3.c.1.5.3.3,CISTOGRAFIA,,,,,
3.c.1.5.3.4,URETROCISTOGRAFIA RETROGRADA,,,,,
3.c.1.5.3.5,HISTEROSALPINGOGRAFIA.,,,,,
3.c.1.5.3.6,CISTOGRAFIA CON CADENA,,,,,
3.c.1.5.3.7,DEFERENTOGRAFÍA,,,,,
3.c.1.5.4,RADIOLOGÍA DIGESTIVA - OTROS,,,,,
3.c.1.5.4.1,SIALOGRAFIA,,,,,
3.c.1.5.4.2,DACRIOCISTOGRAFIA UNILATERAL,,,,,
3.c.1.5.4.3,FISTULOGRAFIA,,,,,
3.c.1.6,RADIOLOGIA PEDIATRICA,,"Además de las exploraciones expuestas en el catálogo general, existe alguna exploración pediátrica, que puede presentar variaciones que hacen aconsejable figurar en este listado.",,,
3.c.1.6.1,RADIOLOGIA SIMPLE,,,,,
3.c.1.6.1.1,RADIOGRAFIA LAT. CAVUM.,,,,,
3.c.1.6.1.2,EDAD OSEA,,,,,
3.c.1.6.2,ESTUDIOS DIGESTIVOS PEDIATRICOS,,,,,
3.c.1.6.2.1,ESOFAGOGRAMA AP. Y LAT.,,,,,
3.c.1.6.2.2,ESOFAGO GASTRODUODENO,,,,,
3.c.1.6.2.3,TRANSITO COMPLETO,,,,,
3.c.1.6.2.4,ENEMA OPACO / ENEMA DOBLE CONTRASTE,,,,,
3.c.1.6.2.5,COLOSTOGRAMA,,,,,
3.c.1.6.2.6,ESTUDIO MALFORMACION ANORECTAL,,,,,
3.c.1.6.3,ESTUDIOS URO-GINECOLOGICOS PEDIATRICOS.,,,,,
3.c.1.6.3.1,UROGRAFIA INTRAVENOSA,,,,,
3.c.1.6.3.2,PIELOGRAFIA POR TUBO DE NEFROSTOMÍA (NEFROSTOGRAMA),,,,,
3.c.1.6.3.3,CUMS (CISTOURETROGRAFIA MICCIONAL SERIADA),,,,,
3.c.1.6.3.4,GENITOGRAFIA,,,,,
3.c.2,DENSITOMETRIA OSEA,,,,,
3.c.2.1,DENSITOMETRIA OSEA,,,,,
3.c.3,ULTRASONIDOS,,,,,
3.c.3.1,ECOGRAFIA,,,,,
3.c.3.1.1,ECOGRAFIA OFTALMICA,,,,,
3.c.3.1.2,ECOGRAFIA DE CUELLO,,,,,
3.c.3.1.3,ECOGRAFIA DE TORAX,,,,,
3.c.3.1.4,ECOGRAFIA DE MAMA,,,,,
3.c.3.1.5,ECOGRAFIA AXILA ESTADIFICACION,,,,,
3.c.3.1.6,ECOGRAFIA DE ABDOMEN,,,,,
3.c.3.1.7,ECOGRAFIA DE APARATO URINARIO (RENAL-VEJIGA),,,,,
3.c.3.1.8,ECOGRAFIA POSTMICCIONAL,,,,,
3.c.3.1.9,ECOGRAFIA ABDOMINO-PELVICA,,,,,
3.c.3.1.10,ECOGRAFIA OBSTETRICA,,,,,
3.c.3.1.11,ECOGRAFIA DIAGNOSTICA TRASLUCENCIA NUCAL,,,,,
3.c.3.1.12,ECOGRAFIA MORFOESTRUCTURAL (Ecografía estructural fetal) (Dec. 378/015),,,,,
3.c.3.1.13,ECOGRAFIA PROSTATICA (VIA ABDOMINAL),,,,,
3.c.3.1.14,ECOGRAFIA PELVICA,,,,,
3.c.3.1.15,ECOGRAFIA DE ESCROTO,,,,,
3.c.3.1.16,ECOGRAFIA DE PENE,,,,,
3.c.3.1.17,ECOGRAFIA DE PARTES BLANDAS,,,,,
3.c.3.1.18,ECOGRAFIA TRASVAGINAL,,,,,
3.c.3.1.19,ECOGRAFIA TRASRECTAL,,,,,
3.c.3.1.20,ECOGRAFIA TRASCRANEAL,,,,,
3.c.3.1.21,ECOGRAFIA DE CADERA NEONATAL,,,,,
3.c.3.1.22,ECOGRAFIA TRASFONTANELAR,,,,,
3.c.3.1.23,ECOGRAFIA CANAL VERTEBRAL,,,,,
3.c.3.1.24,ECOGRAFIA ARTICULAR,,,,,
3.c.3.2,ECOGRAFIA DOPPLER,,,,,
3.c.3.2.1,DOPPLER VASOS DE CUELLO (4 VASOS),,,,,
3.c.3.2.2,"DOPPLER DE UNION CERVICOTORACICA VENOSA (YUGULAR, SUBCLAVIAS)",,,,,
3.c.3.2.3,DOPPLER CAROTIDEO,,,,,
3.c.3.2.4,DOPPLER VERTEBRAL,,,,,
3.c.3.2.5,DOPPLER T. SUP. PARA MEDICION INDICE T/B,,,,,
3.c.3.2.6,DOPPLER DE MIEMBROS INFERIORES ARTERIAL,,,,,
3.c.3.2.7,DOPPLER DE MIEMBROS INFERIORES VENOSO,,,,,
3.c.3.2.8,DOPPLER DE MIEMBROS SUPERIORES ARTERIAL,,,,,
3.c.3.2.9,DOPPLER DE MIEMBROS SUPERIORES VENOSO,,,,,
3.c.3.2.10,DOPPLER AORTO-ILIACO,,,,,
3.c.3.2.11,DOPPLER DE VENA CAVA INFERIOR E ILIACA,,,,,
3.c.3.2.12,DOPPLER HEPATICO (CIRCULACION ESPLENO-PORTAL),,,,,
3.c.3.2.13,DOPPLER RENAL,,,,,
3.c.3.2.14,DOPPLER ABDOMINAL (AORTA Y RAMAS VISCERSALES),,,,,
3.c.3.2.15,DOPPLER DE FISTULA ARTERIO-VENOSA,,,,,
3.c.3.2.16,MAPEO VENOSO,,,,,
3.c.3.2.17,DOPPLER DE PENE,,,,,
3.c.3.2.18,DOPPLER ESCROTAL,,,,,
3.c.3.2.19,DOPPLER DE ORBITA,,,,,
3.c.3.2.20,DOPPLER TRASLUMINAL (INTRACAVITARIO),,,,,
3.c.3.2.21,DOPPLER DE TRASPLANTE HEPATICO,,,,,
3.c.3.2.22,DOPPLER DE TRASPLANTE RENAL,,,,,
3.c.3.2.23,"DOPPLER PARTES BLANDAS (TIROIDES, PARATIR., MUSCULO, PIEL)",,,,,
3.c.3.2.24,DOPPLER OVARICO TRANSVAGINAL,,,,,
3.c.3.2.25,DOPPLER MATERNO FETAL (Doppler fetoplacentario),,,,,
3.c.3.3,ECOGRAFIA PORTATIL,,,,,
3.c.3.3.1,ECOGRAFIA PORTATIL,,,,,
3.c.3.4,ECOGRAFIA INTERVENCIONISTA,,,,,
3.c.3.4 .1,PUNCION CON AGUJA GUIADA POR ECOGRAFIA CON FINES DIAGNOSTICOS,,,,,
3.c.3.4 .2,ECOGRAFIA INTERVENCIONISTA TRANSRECTAL,,,,,
3.c.4,TOMOGRAFIA COMPUTADA (CON Y SIN CONTRASTE),,,,,
3.c.4.1,TC CRANEO,,,,,
3.c.4.1.1,TC DE CRANEO,,,,,
3.c.4.1.2,ANGIOTOMOGRAFIA CEREBRAL,,,,,
3.c.4.1.3,BIOPSIA/TC CEREBRO,,,,,
3.c.4.2,TC CARA Y BASE DE CRANEO,,,,,
3.c.4.2.1,TC DE SILLA TURCA,,,,,
3.c.4.2.2,TC DE ORBITA,,,,,
3.c.4.2.3,TC FACIAL/SENOS,,,,,
3.c.4.2.4,TC DE ATM,,,,,
3.c.4.2.5,TC DE MANDIBULA,,,,,
3.c.4.2.6,TC DE BASE DE CRANEO (FOSA POSTERIOR),,,,,
3.c.4.2.7,"TC DE PEÑASCO, MASTOIDES Y CAIS",,,,,
3.c.4.2.8,BIOPSIA/TC CARA Y BASE DE CRANEO,,,,,
3.c.4.3,TC DE COLUMNA,,,,,
3.c.4.3.1,TC DE COLUMNA CERVICAL,,,,,
3.c.4.3.2,TC DE COLUMNA DORSAL,,,,,
3.c.4.3.3,TC DE COLUMNA LUMBO-SACRA,,,,,
3.c.4.3.4,MIELO/TC,,,,,
3.c.4.3.5,BIOPSIA/TC COLUMNA,,,,,
3.c.4.4,TC CUELLO,,,,,
3.c.4.4.1,TC DE CUELLO,,,,,
3.c.4.4.2,BIOPSIA/TC CUELLO,,,,,
3.c.4.5,RADICULOGRAFIA-MIELOGRAFIA (BAJO TC O TX),,,,,
3.c.4.5.1,RADICULOGRAFIA.,,,,,
3.c.4.5.2,MIELOGRAFIA,,,,,
3.c.4.5.3,DISCOGRAFIA,,,,,
3.c.4.6,"TC CUERPO (CUELLO, TORAX, ABDOMEN Y PELVIS)",,,,,
3.c.4.6.1,TC DE TORAX,,,,,
3.c.4.6.2,TC DE TORAX DE ALTA RESOLUCION,,,,,
3.c.4.6.3,TC ABDOMEN,,,,,
3.c.4.6.4,TC DE PELVIS,,,,,
3.c.4.6.5,TC TORACO-ABDOMINAL,,,,,
3.c.4.6.6,TC ABDOMINO-PELVICO,,,,,
3.c.4.6.7,TC DE TORAX/ABDOMEN/PELVIS,,,,,
3.c.4.6.8,TC DE CUELLO-TORAX-ABDOMEN-PELVIS,,,,,
3.c.4.7,TC VASCULAR,,,,,
3.c.4.7.1,TC ARTERIAS CEREBRALES,,,,,
3.c.4.7.2,TC ARTERIAS SUPRAORTICAS,,,,,
3.c.4.7.3,TC ARTERIAS PULMONARES,,,,,
3.c.4.7.4,TC AORTA,,,,,
3.c.4.7.5,TC AORTA Y SUS RAMAS,,,,,
3.c.4.7.6,TC ARTERIAS RENALES,,,,,
3.c.4.7.7,TC ARTERIAS PERIFERICAS,,,,,
3.c.4.7.8,TC VENAS ABDOMINALES,,,,,
3.c.4.7.9,TC VENAS PERIFERICAS,,,,,
3.c.4.7.10,TC VENAS PULMONARES,,,,,
3.c.4.8,TC INTERVENCIONISTA (CUERPO),,,,,
3.c.4.8.1,BIOPSIA Y/O PUNCION – ASPIRACION CON AGUJA,,,,,
3.c.4.9,TC DE EXTREMIDADES,,,,,
3.c.4.9.1,TC DE EXTREMIDADES SUPERIOR/INFERIOR,,,,,
3.c.4.9.2,ARTROGRAFIA TC.,,,,,
3.c.4.10,TC RECONSTRUCCIONES,,,,,
3.c.4.10.1,RECONSTRUCCION 3D,,,,,
3.c.4.10.2,RECONSTRUCCION 4D,,,,,
3.c.4.10.3,RECONSTRUCCION MULTIPLANAR (MPR),,,,,
3.c.5,RESONANCIA MAGNETICA NUCLEAR (CON Y SIN CONTRASTE),,,,,
3.c.5.1,RM DE TORAX Y MAMA,,,,,
3.c.5.1.1,RM DE TORAX,,,,,
3.c.5.1.2,RM DE PLEXO BRAQUIAL,,,,,
3.c.5.2,"RM CEREBRAL, PEÑASCOS Y CARA",,,,,
3.c.5.2.1,RM DE CEREBRO,,,,,
3.c.5.2.2,RM DE ATM,,,,,
3.c.5.2.3,RM DE HIPOFISIS,,,,,
3.c.5.2.4,RM DE BASE DE CRANEO (PEÑASCO),,,,,
3.c.5.2.5,RM DE ORBITAS,,,,,
3.c.5.2.6,RM DE MACIZO FACIAL,,,,,
3.c.5.2.7,RM DE SENOS FACIALES,,,,,
3.c.5.2.8,ANGIOGRAFIA CEREBRAL CON RM,,,,,
3.c.5.2.9,ANGIOGRAFIA DE TRONCOS SUPRAAORTICOS CON RM,,,,,
3.c.5.2.10,CEREBRO Y ANGIO RM.,,,,,
3.c.5.3,RM DE CUELLO,,,,,
3.c.5.3.1,RM DE CUELLO,,,,,
3.c.5.3.2,ANGIO RM. DE CUELLO,,,,,
3.c.5.4,RM DE COLUMNA,,,,,
3.c.5.4.1,RM DE COLUMNA CERVICAL,,,,,
3.c.5.4.2,RM DE COLUMNA DORSAL,,,,,
3.c.5.4.3,RM DE COLUMNA LUMBAR,,,,,
3.c.5.4.4,RM DE SACRO. SACROILIACAS,,,,,
3.c.5.4.5,RM DE COLUMNA COMPLETA,,,,,
3.c.5.5,RM EXTREMIDADES,,,,,
3.c.5.5.1,RM DE EXTREMIDAD SUPER. O INFER.,,,,,
3.c.5.5.2,ARTROGRAFIA RM,,,,,
3.c.5.5.3,RM DE HOMBRO,,,,,
3.c.5.5.4,RM DE CODO,,,,,
3.c.5.5.5,RM DE MUÑECA,,,,,
3.c.5.5.6,RM DE MANO,,,,,
3.c.5.5.7,RM DE SACRO,,,,,
3.c.5.5.8,RM DE CADERAS,,,,,
3.c.5.5.9,RM DE RODILLA,,,,,
3.c.5.5.10,RM DE TOBILLO,,,,,
3.c.5.5.11,RM DE PIE,,,,,
3.c.5.6,RM DE ABDOMEN Y PELVIS,,,,,
3.c.5.6.1,RM DE ABDOMEN,,,,,
3.c.5.6.2,RM DE PELVIS,,,,,
3.c.5.6.3,ANGIO RM. DE AORTA ABDOMINAL E ILIACAS,,,,,
3.c.5.6.4,ANGIO RM. DE ARTERIAS RENALES,,,,,
3.c.5.6.5,ANGIO RM VENOSA ABDOMINAL,,,,,
3.c.6,PROCEDIMIENTOS DIAGNÓSTICOS VASCULARES Y OTROS NO VASCULARES,,,,,
3.c.6.1,VASCULAR DIAGNOSTICO,,,,,
3.c.6.1.1,NEURO VASCULAR,,,,,
3.c.6.1.1.1,"ANGIOGRAFIA CEREBRAL (UN VASO, DOS VASOS, CUATRO VASOS)",,,,,
3.c.6.1.1.2,ANGIOGRAFIA CAROTIDEA,,,,,
3.c.6.1.1.3,ARTERIOGRAFIA MEDULAR,,,,,
3.c.6.1.1.4,CATETERISMO SENOS PETROSOS BILATERAL,,,,,
3.c.6.2,VASCULAR PERIFÉRICO / AORTA / VASOS VISCERALES,,,,,
3.c.6.2.1,"ARTERIOGRAFIA DIAGNOSTICA, NO SELECTIVA",,,,,
3.c.6.2.1.1,ARTERIOGRAFIA DE MIEMBROS INFERIORES,,,,,
3.c.6.2.1.2,ARTERIOGRAFIA DE MIEMBROS SUPERIORES,,,,,
3.c.6.2.1.3,AORTOGRAFIA ABDOMINAL,,,,,
3.c.6.2.1.4,AORTOGRAFIA TORACICA,,,,,
3.c.6.2.1.5,ARTERIOGRAFIA PULMONAR,,,,,
3.c.6.2.1.6,ARTERIOGRAFIA POR VIA VENOSA,,,,,
3.c.6.2.2,ARTERIOGRAFIA DIAGNOSTICA SELECTIVA Y/O SUPRASELECTIVA,,,,,
3.c.6.2.2.1,ANGIOGRAFIA ARCO AORTICO Y TRONCOS SUPRA-AÓRTICOS.,,,,,
3.c.6.2.2.2,ANGIOGRAFIA ARCO AORTICO Y SELECTIVA,,,,,
3.c.6.2.2.3,ARTERIOGRAFIA RENAL,,,,,
3.c.6.2.2.4,ARTERIOGRAFIA SUPRARRENAL,,,,,
3.c.6.2.2.5,ARTERIOGRAFIA PELVICA,,,,,
3.c.6.2.2.6,ARTERIOGRAFIA BRONQUIAL,,,,,
3.c.6.2.2.7,ARTERIOGRAFIA PULMONAR SELECTIVA,,,,,
3.c.6.2.2.8,ARTERIOGRAFIA VISCERAL DIGESTIVA,,,,,
3.c.6.2.2.9,ARTERIOGRAFIA INTERCOSTAL,,,,,
3.c.6.2.2.10,ARTERIOGRAFIA DE LA MAMARIA INTERNA,,,,,
3.c.6.2.3,FLEBOGRAFIA DIAGNOSTICA SELECTIVA Y/O SUPRASELECTIVA,,,,,
3.c.6.2.3.1,FLEBOGRAFIA RENAL,,,,,
3.c.6.2.3.2,FLEBOGRAFIA ESPERMATICA U OVARICA,,,,,
3.c.6.2.3.3,FLEBOGRAFIA DE EJE ESPLENO-PORTAL,,,,,
3.c.6.2.3.4,ESTUDIO FISTULA ARTERIOVENOSA HEMODIALISIS,,,,,
3.c.6.2.4,ESTUDIOS VASCULARES PERCUTANEOS DIAGNOSTICOS,,,,,
3.c.6.2.4.1,ESPLENOPORTOGRAFIA PERCUTANEA,,,,,
3.c.6.2.4.2,ESTUDIO MALFORMACION VASCULAR,,,,,
3.c.6.3,PROCEDIMIENTOS DIAGNOSTICOS NO VASCULARES,,,,,
3.c.6.3.1,PROCEDIMIENTOS DIAGNOSTICOS VIA BILIAR,,,,,
3.c.6.3.1.1,COLANGIOGRAFIA TRASHEPATICA PERCUTANEA,,,,,
3.c.6.3.1.2,COLANGIOGRAFIA TRASCOLECISTICA,,,,,
3.c.6.3.1.3,COLANGIOGRAFIA TRASYEYUNAL,,,,,
3.c.6.3.2,PROCEDIMIENTOS DIAGNOSTICOS UROLOGICOS,,,,,
3.c.6.3.2.1,PIELOGRAFIA PERCUTANEA,,,,,
3.c.6.4,OTROS PROCEDIMIENTOS DIAGNOSTICOS,,,,,
3.c.6.4.1,MOIRE FOT,,,,,
3.d,PROCEDIMIENTOS DE MEDICINA NUCLEAR,,,,,
3.d.1,Búsqueda de Aspiración Pulmonar (Coloide So sublingual),,,,,
3.d.2,Centellograma de Médula Ósea,,,,,
3.d.3,Centellograma de Mucosa Gástrica – Divertículo de Meckel,,,,,
3.d.4,Centellograma con MIBG (Diagnóstico),,,,,
3.d.5,Centellograma con MIBG (Tratamiento),,,,,
3.d.6,Centellograma con MIBI cuerpo entero,,,,,
3.d.7,Centellograma de perfusión miocárdica con estrés farmacológico con dipiridamol,,,,,
3.d.8,Centellograma de perfusión miocárdica con estrés farmacológico con dobutamina,,,,,
3.d.9,Centellograma de glándulas salivales,,,,,
3.d.10,Centellograma de miocardio de perfusión sensibilizado con esfuerzo ergométrico,,,,,
3.d.11,Centellograma de perfusión miocárdica con estrés farmacológico con Isonitrilo,,,,,
3.d.12,Centellograma de perfusión miocárdica con estrés farmacológico con Tecnesio,,,,,
3.d.13,Centellograma de Pool Sanguíneo Cardiovascular,,,,,
3.d.14,Centellograma de Pool Sanguíneo Cardiovascular sensibilizado con esfuerzo ergométrico,,,,,
3.d.15,Centellograma de Pool sanguíneo abdominal,,,,,
3.d.16,Centellograma de Pool Sanguíneo Renal,,,,,
3.d.17,Centellograma de Pool Sanguíneo Hepático,,,,,
3.d.18,Centellograma esplénico,,,,,
3.d.19,Centellograma hepatoesplénico,,,,,
3.d.20,Centellograma hepático,,,,,
3.d.21,Centellograma óseo.,,,,,
3.d.22,Centellograma para investigación de la función deglutoria (tránsito esofágico),,,,,
3.d.23,Centellograma para investigación del reflujo enterogástrico,,,,,
3.d.24,Centellograma para investigación del reflujo gastroesofágico,,,,,
3.d.25,Centellograma para investigación del vaciamiento gástrico,,,,,
3.d.26,Centellograma paratiroideo con MIBI,,,,,
3.d.27,Centellograma pulmonar por inhalación (ventilación),,,,,
3.d.28,Centellograma pulmonar por perfusión,,,,,
3.d.29,Centellograma renal con cálculo de la función por separado (DMSA-Tc99m),,,,,
3.d.30,Centellograma testicular,,,,,
3.d.31,Centellograma tiroideo con cálculo de dosis Iodo 131,,,,,
3.d.32,Centellograma tiroideo con Iodo 131,,,,,
3.d.33,Centellograma tiroideo con MIBI,,,,,
3.d.34,Centellograma tiroideo con Tecnesio,,,,,
3.d.35,Centellograma de Líquido Cefalorraquídeo (Cisterno y Mielocentellografía),,,,,
3.d.36,Cistocentellografía,,,,,
3.d.37,Colecentellografía,,,,,
3.d.38,Dacriocentellografía,,,,,
3.d.39,Determinación de Pérdida Sanguínea Intestinal,,,,,
3.d.40,Determinación de Volemia,,,,,
3.d.41,Detección de Helicobacter Pylori,,,,,
3.d.42,Flebocentellografía (Venocentellografía),,,,,
3.d.43,Investigación de Permeabilidad de Derivación de LCR,,,,,
3.d.44,Investigación de Sangrado Digestivo - Búsqueda de hemorragia digestiva con eritromarcadores,,,,,
3.d.45,Centellografía con MIBI en Melanoma,,,,,
3.d.46,Metabolismo del Hierro con Curva Horaria,,,,,
3.d.47,Perfilograma con Iodo 131,,,,,
3.d.48,Seriocentellograma Renal o renograma (DTPA-Tc99m),,,,,
3.d.49,Seriocentellograma Renal o renograma (DTPA-Tc99m) con estímulo diurético,,,,,
3.d.50,Seriocentellograma Renal o renograma (DTPA-Tc99m) sensibilizado con IECA,,,,,
3.d.51,Seriocentellografía Renal (99mTc Cisteína),,,,,
3.d.52,Sobrevida Globular,,,,,
3.d.53,Sobrevida Plaquetaria,,,,,
3.e,PROCEDIMIENTOS ENDOSCÓPICOS,,,,,
3.e.1,RESPIRATORIOS – TORAX,,,,,
3.e.1.1,Fibrobroncoscopía - Endoscopía Traqueobronquial,,,,,
3.e.1.2,Fibrobroncoscopía con biopsia bronquial/traqueobronquial,,,,,
3.e.1.3,Fibrobroncoscopía con lavado bronquioalveolar y cepillado,,,,,
3.e.1.4,Fibrobroncoscopía selectiva (fibrobroncoscopía para intubación bronquial selectiva),,,,,
3.e.1.5,Rino-faringoscopía,,,,,
3.e.1.6,Laringoscopía,,,,,
3.e.1.7,Laringoscopía indirecta,,,,,
3.e.1.8,Panendoscopía laríngea,,,,,
3.e.1.9,Pleuroscopía,,,,,
3.e.1.10,Mediastinoscopía,,,,,
3.e.2,UROLOGICOS,,,,,
3.e.2.1,Panendoscopía de aparato urinario bajo,,,,,
3.e.2.2,Uretroscopía,,,,,
3.e.2.3,Citoscopía,,,,,
3.e.2.4,Ureteroscopía,,,,,
3.e.2.5,Peneoscopía,,,,,
3.e.3,GINECOLOGICOS,,,,,
3.e.3.1,Histeroscopía,,,,,
3.e.3.2,Vaginoscopía,,,,,
3.e.3.3,Vulvoscopía,,,,,
3.e.3.4,Laparoscopía con Biopsia endoscópica de anexos uterino / útero,,,,,
3.e.4,DIGESTIVOS,,,,,
3.e.4.1,Colangiografía retrógrada endoscópica y/o pancreatografía (CPER),,,,,
3.e.4.2,Endoscopía esofagogastroduodenal,,,,,
3.e.4.3,Endoscopía esofagogastroduodenal Neonatal,,,,,
3.e.4.4,Endoscopía rectocolónica Neonatal,,,,,
3.e.4.5,Fibrocolonoscopía (Endoscopía rectocolónica total),,,,,
3.e.4.6,Fibrorectosigmoidoscopía (Endoscopía rectocolónica parcial o Rectosigmoidoscopía Flexible),,,,,
3.e.4.7,Fibrolaparoscopía,,,,,
3.e.5,APARATO MÚSCULO-ESQUELÉTICO,,,,,
3.e.5 .1,Artroscopía,,,,,
3.f,PROCEDIMIENTOS DE ANATOMÍA PATOLÓGICA,,,,,
3.f.1,"Autopsia fetal, perinatal, lactantes y adultos",,,,,
3.f.2,Biopsia extemporánea,,,,,
3.f.3,Biopsias,,,,,
3.f.4,Biopsias por microscopía e inmunofluorescencia,,,,,
3.f.5,Cepillados bronquiales,,,,,
3.f.6,Estudios citológicos,,,,,
3.f.7,Legrados,,,,,
3.f.8,Receptores hormonales de estrógeno y progesterona para cáncer de mama,,,,,
3.f.9,"Resecciones quirúrgicas, estudio anatomopatológico de",,,,,
3.g,PROCEDIMIENTOS DE ALERGOLOGÍA,,Aclaración: El procedimeinto pasó al capitulo de procedimientos a normatizar.,,,
3.h,PROCEDIMIENTOS DE CARDIOLOGÍA,,,,,
3.h.1,CACG (cine angio coronariografía) (FNR),,,,,
3.h.2,ECG (realizado e informado),,,,,
3.h.3,Eco doppler de esfuerzo,,,,,
3.h.4,Ecocardiograma bidimensional,,,,,
3.h.5,Ecocardiograma de esfuerzo,,,,,
3.h.6,Ecocardiograma doppler color transtoráxico (inc. eco 2D),,,,,
3.h.7,Ecocardiograma Doppler con dipiridamol,,,,,
3.h.8,Ecocardiograma Doppler con dobutamina,,,,,
3.h.9,Ecocardiograma transesofágico (2D y doppler),,,,,
3.h.10,Ecodoppler cardíaco de recién nacido,,,,,
3.h.11,Electrocardiograma por promediación de señales,,,,,
3.h.12,Ergometría,,,,,
3.h.13,Holter,,,,,
3.h.14,Monitoreo ambulatorio de presión arterial (MAPA),,,,,
3.h.15,Registro y estimulación esofágicos,,,,,
3.h.16,Test de Tilt (mesa basculante),,,,,
3.h.17,Test de Tilt como complemento de EEF invasivo,,,,,
3.h.18,Test de Tilt con drogas,,,,,
3.i.1,Biopsia hepática,,,,,
3.i.2,Biopsia yeyunal,,,,,
3.i.3,Estudio dinámico de glándulas salivales,,,,,
3.i.4,Investigación de reflujo gastro-esofágico,,,,,
3.i.5,Investigación de reflujo entero-gástrico,,,,,
3.i.6,Motilidad esofágica manometría,,,,,
3.i.7,Phmetría esofágica de 1 canal,,,,,
3.i.8,Phmetría esofágica de 2 canales,,,,,
3.i.9,Phmetría esofágica para lactantes,,,,,
3.i.10,Sondeo con electrodo intragástrico para ph,,,,,
3.i.11,Sondeo duodenal de doble luz para estimulación pancreática,,,,,
3.i.12,Test de ureasa,,,,,
3.j,PROCEDIMIENTOS DE GINECOLOGÍA Y OBSTETRICIA,,,,,
3.j.1,Colpocitología oncológica (PAP),,,,,
3.j.2,Colposcopía,,,,,
3.j.3,Histeroscopía,,,,,
3.j.4,Monitoreo fetal,,,,,
3.j.5,Non stress test,,,,,
3.j.6,Vaginoscopía,,,,,
3.j.7,Valoración de líquido amniótico en apósito estéril,,,,,
3.j.8,Vulvoscopía,,,,,
3.k,PROCEDIMIENTOS DE NEUMOLOGÍA,,,,,
3.k.1,Análisis de gases en aire espirado y sangre arteriovenosa,,,,,
3.k.2,Broncoespirometría,,,,,
3.k.3,Capacidad pulmonar total y volumen residual (técnica de dilución por helio),,,,,
3.k.4,Curva de flujo volumen,,,,,
3.k.5,Determinación de volúmenes pulmonares + DLCO,,,,,
3.k.6,Espirometría,,,,,
3.k.7,Estudio de mecánica pulmonar – Funcional respiratorio,,,,,
3.k.8,Funcional respiratorio con prueba de ejercicio,,,,,
3.k.9,Lavado alveolar,,,,,
3.k.10,Test de provocación bronquial por ejercicio (TPBE),,,,,
3.l,PROCEDIMIENTOS DE NEUROFISIOLOGÍA,,,,,
3.l.1,E.E.G. standard que comprende registro de vigilia e hiperpnea,,,,,
3.l.2,E.E.G. bajo sueño inducido,,,,,
3.l.3,E.E.G. con privación de sueño. Incluye activación con fotoestimulación,,,,,
3.l.4,E.E.G. activado con fotoestimulación luminosa intermitente,,,,,
3.l.5,"E.E.G. pediátrico niños menores de 5 años, generalmente bajo sueño",,,,,
3.l.6,EEG ambulatorio,,,,,
3.l.7,EEG cuantitativo,,,,,
3.l.8,Electrodiagnóstico,,,,,
3.l.9,Electroencefalografía con activación compleja,,,,,
3.l.10,Electromiograma,,,,,
3.l.11,Estudio de transmisión neuromuscular,,,,,
3.l.12,"EMG cuantificado (análisis de potencial de acción de la unidad motora o MUAP, estudio de turns/amplitud y evaluación de trazado interferencial cuantificado por espectro de potencias",,,,,
3.l.13,Macro-EMG,,,,,
3.l.14,Mapeo de la actividad electroencefalográfica,,,,,
3.l.15,"Potenciales evocados: visuales, auditivos, sensitivos de MM.SS. o MM.II, motores",,,,,
3.l.16,Potenciales evocados de cualquier vía de conducción o sentido,,,,,
3.l.17,Potenciales evocados cognitivos,,,,,
3.l.18,Velocidad de Conducción Nerviosa,,,,,
3.ll,PROCEDIMIENTOS NEUROPSICOLÓGICOS Y NEUROPSIQUIÁTRICOS,,,,,
3.ll.1,Estudio Neuropsicológico,,,,,
3.ll.2,Estudio Pedagógico,,,,,
3.ll.3,Evaluación psicomotriz,,,,,
3.ll.4,Psicodiagnóstico,,,,,
3.m,PROCEDIMIENTOS DE OFTALMOLOGÍA,,,,,
3.m.1,Angiografía uni y bilateral,,,,,
3.m.2,Angiografía fluoresceínica,,,,,
3.m.3,Campo visual computarizado (perimetría computarizada – área central y periférica),,,,,
3.m.4,Campo visual en pantalla,,,,,
3.m.5,Cateterismo lagrimal,,,,,
3.m.6,Curva de tensión ocular,,,,,
3.m.7,Ecobiometría uni y bilateral,,,,,
3.m.8,Electro óculograma,,,,,
3.m.9,Electro retinograma,,,,,
3.m.10,Electromiograma de ojo,,,,,
3.m.11,Electronistagmograma,,,,,
3.m.12,Estudio de lámpara de hendidura,,,,,
3.m.13,Estudio de retina periférica,,,,,
3.m.14,Examen motor y sensorial,,,,,
3.m.15,Exoftalmometría,,,,,
3.m.16,Foto color,,,,,
3.m.17,Medida de opacidad cristaliniana,,,,,
3.m.18,Paquimetría,,,,,
3.m.19,Potencial visual evocado,,,,,
3.m.20,Refracción computarizada,,,,,
